resolver_ip,num_all,rate_all,num_success,rate_success,asnum,asname,country
113.96.238.147,6,0.00%,3,50.00%,4134,"CHINANET-BACKBONE No.31,Jin-rong Street",CN
36.155.149.233,6,0.00%,4,66.67%,56046,CMNET-JIANGSU-AP China Mobile communications corporation,CN
205.251.196.100,6,0.00%,4,66.67%,16509,AMAZON-02,US
160.119.216.201,6,0.00%,3,50.00%,328162,ICOLO,KE
8.212.93.4,6,0.00%,4,66.67%,134963,ASEPL-AS-AP Alibaba.com Singapore E-Commerce Private Limited,SG
203.107.0.203,6,0.00%,3,50.00%,37963,"ALIBABA-CN-NET Hangzhou Alibaba Advertising Co.,Ltd.",CN
43.250.35.26,6,0.00%,6,100.00%,131495,"NINE-CLOUD Beijing nine cloud infinite network technology co., LTD",CN
13.107.9.2,6,0.00%,6,100.00%,8068,MICROSOFT-CORP-MSN-AS-BLOCK,US
84.53.139.129,5,0.00%,3,60.00%,21342,AKAMAI-ASN2,NL
159.226.95.34,5,0.00%,4,80.00%,7497,CSTNET-AS-AP Computer Network Information Center,CN
205.251.197.3,5,0.00%,5,100.00%,16509,AMAZON-02,US
8.129.36.28,5,0.00%,0,0.00%,37963,"ALIBABA-CN-NET Hangzhou Alibaba Advertising Co.,Ltd.",CN
192.55.83.30,5,0.00%,1,20.00%,396570,VRSN-AC50-340,US
216.239.36.107,5,0.00%,4,80.00%,15169,GOOGLE,US
150.171.17.38,5,0.00%,0,0.00%,8075,MICROSOFT-CORP-MSN-AS-BLOCK,US
149.112.112.10,5,0.00%,5,100.00%,19281,QUAD9-AS-1,CH
121.51.163.107,5,0.00%,1,20.00%,45090,TENCENT-NET-AP Shenzhen Tencent Computer Systems Company Limited,CN
96.7.49.129,5,0.00%,2,40.00%,21342,AKAMAI-ASN2,NL
59.36.120.143,5,0.00%,5,100.00%,4134,"CHINANET-BACKBONE No.31,Jin-rong Street",CN
23.91.104.22,5,0.00%,4,80.00%,21859,ZEN-ECN,US
148.163.128.50,5,0.00%,3,60.00%,13916,PROOFPOINT-UT7,US
203.107.13.77,5,0.00%,5,100.00%,37963,"ALIBABA-CN-NET Hangzhou Alibaba Advertising Co.,Ltd.",CN
104.47.76.49,5,0.00%,4,80.00%,8075,MICROSOFT-CORP-MSN-AS-BLOCK,US
111.30.143.89,4,0.00%,2,50.00%,9808,"CHINAMOBILE-CN China Mobile Communications Group Co., Ltd.",CN
23.67.73.190,4,0.00%,2,50.00%,20940,AKAMAI-ASN1,NL
172.64.33.138,4,0.00%,4,100.00%,13335,CLOUDFLARENET,US
140.205.41.21,4,0.00%,2,50.00%,37963,"ALIBABA-CN-NET Hangzhou Alibaba Advertising Co.,Ltd.",CN
205.251.196.109,4,0.00%,2,50.00%,16509,AMAZON-02,US
205.251.193.250,4,0.00%,4,100.00%,16509,AMAZON-02,US
198.7.29.5,4,0.00%,2,50.00%,15133,EDGECAST,US
46.28.245.82,4,0.00%,0,0.00%,15830,EQUINIX,NL
205.251.195.67,4,0.00%,1,25.00%,16509,AMAZON-02,US
162.159.38.6,4,0.00%,4,100.00%,13335,CLOUDFLARENET,US
110.242.68.40,4,0.00%,4,100.00%,4837,CHINA169-BACKBONE CHINA UNICOM China169 Backbone,CN
2.16.130.64,4,0.00%,2,50.00%,21342,AKAMAI-ASN2,NL
205.251.197.235,4,0.00%,3,75.00%,16509,AMAZON-02,US
172.64.33.102,4,0.00%,4,100.00%,13335,CLOUDFLARENET,US
104.47.2.8,4,0.00%,1,25.00%,8075,MICROSOFT-CORP-MSN-AS-BLOCK,US
184.26.127.21,4,0.00%,2,50.00%,20940,AKAMAI-ASN1,NL
192.198.147.13,4,0.00%,2,50.00%,4983,INTEL-SC-AS,US
156.154.64.196,4,0.00%,4,100.00%,397220,SECURITYSERVICES,US
137.189.6.22,4,0.00%,2,50.00%,3661,ERX-CUHKNET The Chinese University of Hong Kong,HK
129.211.176.187,4,0.00%,4,100.00%,45090,TENCENT-NET-AP Shenzhen Tencent Computer Systems Company Limited,CN
8.212.93.2,4,0.00%,4,100.00%,134963,ASEPL-AS-AP Alibaba.com Singapore E-Commerce Private Limited,SG
52.221.20.79,4,0.00%,4,100.00%,16509,AMAZON-02,US
45.79.46.24,4,0.00%,4,100.00%,63949,AKAMAI-LINODE-AP Akamai Connected Cloud,SG
18.182.82.158,4,0.00%,4,100.00%,16509,AMAZON-02,US
23.67.73.221,4,0.00%,2,50.00%,20940,AKAMAI-ASN1,NL
208.80.125.4,4,0.00%,2,50.00%,16552,TIGGEE,US
95.101.36.65,4,0.00%,1,25.00%,21342,AKAMAI-ASN2,NL
205.251.195.241,4,0.00%,2,50.00%,16509,AMAZON-02,US
203.205.236.198,4,0.00%,0,0.00%,132203,"TENCENT-NET-AP-CN Tencent Building, Kejizhongyi Avenue",CN
205.251.198.119,4,0.00%,4,100.00%,16509,AMAZON-02,US
203.205.220.251,4,0.00%,2,50.00%,132203,"TENCENT-NET-AP-CN Tencent Building, Kejizhongyi Avenue",CN
91.189.91.139,4,0.00%,2,50.00%,41231,CANONICAL-AS,GB
202.45.188.39,4,0.00%,2,50.00%,4641,HKIX-AS-AP The Hong Kong Internet Exchange Limited,HK
46.101.53.6,4,0.00%,2,50.00%,14061,DIGITALOCEAN-ASN,US
173.245.58.141,4,0.00%,4,100.00%,13335,CLOUDFLARENET,US
124.16.138.126,4,0.00%,4,100.00%,7497,CSTNET-AS-AP Computer Network Information Center,CN
13.107.24.4,4,0.00%,2,50.00%,8075,MICROSOFT-CORP-MSN-AS-BLOCK,US
180.97.33.33,4,0.00%,0,0.00%,137702,"CHINATELECOM-JIANGSU-NANJING-IDC Nanjing, Jiangsu Province, P.R.China.",CN
101.200.216.129,4,0.00%,1,25.00%,37963,"ALIBABA-CN-NET Hangzhou Alibaba Advertising Co.,Ltd.",CN
216.239.34.106,4,0.00%,2,50.00%,15169,GOOGLE,US
36.155.208.102,4,0.00%,2,50.00%,56046,CMNET-JIANGSU-AP China Mobile communications corporation,CN
221.181.72.200,4,0.00%,4,100.00%,9808,"CHINAMOBILE-CN China Mobile Communications Group Co., Ltd.",CN
162.14.25.230,4,0.00%,2,50.00%,132203,"TENCENT-NET-AP-CN Tencent Building, Kejizhongyi Avenue",CN
65.22.161.17,4,0.00%,3,75.00%,12041,AS-AFILIAS1,US
111.206.127.6,4,0.00%,2,50.00%,4808,CHINA169-BJ China Unicom Beijing Province Network,CN
172.64.33.134,4,0.00%,4,100.00%,13335,CLOUDFLARENET,US
199.43.133.53,4,0.00%,4,100.00%,26710,ICANN-ANYCASTED-SERVICES,US
13.107.24.3,4,0.00%,4,100.00%,8075,MICROSOFT-CORP-MSN-AS-BLOCK,US
112.80.248.31,4,0.00%,4,100.00%,4837,CHINA169-BACKBONE CHINA UNICOM China169 Backbone,CN
103.71.201.2,4,0.00%,4,100.00%,45062,NETEASE-NETWORK NetEase Building No.16 Ke Yun Road,CN
210.192.119.15,4,0.00%,3,75.00%,4835,CHINANET-IDC-SN China Telecom Group,CN
13.107.3.2,4,0.00%,4,100.00%,8068,MICROSOFT-CORP-MSN-AS-BLOCK,US
205.251.199.165,4,0.00%,2,50.00%,16509,AMAZON-02,US
205.251.198.217,4,0.00%,4,100.00%,16509,AMAZON-02,US
43.225.85.1,4,0.00%,4,100.00%,133865,"IQIYI-AS-AP Beijing IQIYI Science & Technology Co., Ltd.",CN
203.119.25.1,4,0.00%,2,50.00%,24151,CNNIC-CRITICAL-AP China Internet Network Infomation Center,CN
185.21.169.17,4,0.00%,2,50.00%,61005,AS-OPENTLD1,NL
113.250.84.91,4,0.00%,3,75.00%,4134,"CHINANET-BACKBONE No.31,Jin-rong Street",CN
103.137.60.44,4,0.00%,1,25.00%,24302,CRIS-CERNET-AS CRIS-CERNET,CN
219.141.136.10,4,0.00%,4,100.00%,4847,CNIX-AP China Networks Inter-Exchange,CN
199.19.56.1,4,0.00%,2,50.00%,12041,AS-AFILIAS1,US
220.181.36.234,4,0.00%,4,100.00%,23724,"CHINANET-IDC-BJ-AP IDC, China Telecommunications Corporation",CN
61.151.180.50,4,0.00%,4,100.00%,4811,CHINANET-SHANGHAI-MAN China Telecom Group,CN
1.12.0.1,4,0.00%,2,50.00%,132203,"TENCENT-NET-AP-CN Tencent Building, Kejizhongyi Avenue",CN
47.113.183.38,4,0.00%,4,100.00%,37963,"ALIBABA-CN-NET Hangzhou Alibaba Advertising Co.,Ltd.",CN
180.149.138.199,4,0.00%,4,100.00%,23724,"CHINANET-IDC-BJ-AP IDC, China Telecommunications Corporation",CN
150.171.16.36,4,0.00%,2,50.00%,8075,MICROSOFT-CORP-MSN-AS-BLOCK,US
96.5.0.36,4,0.00%,4,100.00%,11686,ENA,US
60.221.220.111,4,0.00%,2,50.00%,4837,CHINA169-BACKBONE CHINA UNICOM China169 Backbone,CN
36.110.236.6,4,0.00%,3,75.00%,23724,"CHINANET-IDC-BJ-AP IDC, China Telecommunications Corporation",CN
54.65.36.251,4,0.00%,4,100.00%,16509,AMAZON-02,US
205.251.196.29,4,0.00%,4,100.00%,16509,AMAZON-02,US
211.136.17.105,4,0.00%,3,75.00%,9808,"CHINAMOBILE-CN China Mobile Communications Group Co., Ltd.",CN
199.254.49.1,4,0.00%,2,50.00%,12041,AS-AFILIAS1,US
198.51.44.9,3,0.00%,1,33.33%,62597,NSONE,US
43.225.84.1,3,0.00%,2,66.67%,133865,"IQIYI-AS-AP Beijing IQIYI Science & Technology Co., Ltd.",CN
172.64.32.89,3,0.00%,3,100.00%,13335,CLOUDFLARENET,US
47.103.144.65,3,0.00%,3,100.00%,37963,"ALIBABA-CN-NET Hangzhou Alibaba Advertising Co.,Ltd.",CN
198.41.223.131,3,0.00%,3,100.00%,13335,CLOUDFLARENET,US
199.254.48.1,3,0.00%,1,33.33%,12041,AS-AFILIAS1,US
173.245.58.231,3,0.00%,3,100.00%,13335,CLOUDFLARENET,US
101.71.168.246,3,0.00%,1,33.33%,4837,CHINA169-BACKBONE CHINA UNICOM China169 Backbone,CN
192.35.51.30,3,0.00%,0,0.00%,396544,VRSN-AC50-340,US
5.195.168.51,3,0.00%,3,100.00%,5384,EMIRATES-INTERNET Emirates Internet,AE
219.151.145.128,3,0.00%,1,33.33%,4134,"CHINANET-BACKBONE No.31,Jin-rong Street",CN
13.107.4.1,3,0.00%,0,0.00%,8068,MICROSOFT-CORP-MSN-AS-BLOCK,US
5.195.168.55,3,0.00%,3,100.00%,5384,EMIRATES-INTERNET Emirates Internet,AE
173.201.74.7,3,0.00%,3,100.00%,44273,GODADDY-DNS,DE
184.85.248.65,3,0.00%,1,33.33%,21342,AKAMAI-ASN2,NL
221.194.158.181,3,0.00%,2,66.67%,4837,CHINA169-BACKBONE CHINA UNICOM China169 Backbone,CN
205.251.194.167,3,0.00%,2,66.67%,16509,AMAZON-02,US
121.40.178.3,3,0.00%,3,100.00%,37963,"ALIBABA-CN-NET Hangzhou Alibaba Advertising Co.,Ltd.",CN
172.64.32.141,3,0.00%,3,100.00%,13335,CLOUDFLARENET,US
173.245.59.134,3,0.00%,3,100.00%,13335,CLOUDFLARENET,US
172.64.33.211,3,0.00%,2,66.67%,13335,CLOUDFLARENET,US
23.67.73.110,3,0.00%,2,66.67%,20940,AKAMAI-ASN1,NL
40.90.4.201,3,0.00%,3,100.00%,8068,MICROSOFT-CORP-MSN-AS-BLOCK,US
58.251.103.109,3,0.00%,0,0.00%,135061,UNICOM-SHENZHEN-IDC China Unicom Guangdong IP network,CN
111.206.208.183,3,0.00%,0,0.00%,4808,CHINA169-BJ China Unicom Beijing Province Network,CN
114.115.192.11,3,0.00%,1,33.33%,4808,CHINA169-BJ China Unicom Beijing Province Network,CN
208.80.127.4,3,0.00%,1,33.33%,16552,TIGGEE,US
183.131.197.221,3,0.00%,3,100.00%,136190,"CHINATELECOM-ZHEJIANG-JINHUA-IDC JINHUA, ZHEJIANG Province, P.R.China.",CN
23.200.75.41,3,0.00%,2,66.67%,20940,AKAMAI-ASN1,NL
156.154.69.196,3,0.00%,3,100.00%,397218,SECURITYSERVICES,US
205.251.193.232,3,0.00%,0,0.00%,16509,AMAZON-02,US
172.64.33.202,3,0.00%,2,66.67%,13335,CLOUDFLARENET,US
192.54.112.30,3,0.00%,1,33.33%,396544,VRSN-AC50-340,US
185.159.197.48,3,0.00%,0,0.00%,55195,CIRA-CLOUD1,CA
2.2.2.2,3,0.00%,0,0.00%,3215,France Telecom - Orange,FR
173.245.58.145,3,0.00%,2,66.67%,13335,CLOUDFLARENET,US
204.26.57.1,3,0.00%,1,33.33%,42,WOODYNET-1,US
65.22.162.17,3,0.00%,1,33.33%,12041,AS-AFILIAS1,US
156.154.103.3,3,0.00%,1,33.33%,397218,SECURITYSERVICES,US
23.74.25.192,2,0.00%,0,0.00%,21342,AKAMAI-ASN2,NL
94.152.255.105,2,0.00%,2,100.00%,29522,CF-KRK,PL
108.162.192.110,2,0.00%,2,100.00%,13335,CLOUDFLARENET,US
204.61.216.101,2,0.00%,1,50.00%,42,WOODYNET-1,US
8.129.10.141,2,0.00%,2,100.00%,37963,"ALIBABA-CN-NET Hangzhou Alibaba Advertising Co.,Ltd.",CN
108.162.193.203,2,0.00%,2,100.00%,13335,CLOUDFLARENET,US
156.154.105.25,2,0.00%,1,50.00%,397218,SECURITYSERVICES,US
173.245.58.169,2,0.00%,2,100.00%,13335,CLOUDFLARENET,US
106.11.35.30,2,0.00%,2,100.00%,37963,"ALIBABA-CN-NET Hangzhou Alibaba Advertising Co.,Ltd.",CN
36.155.149.242,2,0.00%,2,100.00%,56046,CMNET-JIANGSU-AP China Mobile communications corporation,CN
106.11.141.121,2,0.00%,0,0.00%,37963,"ALIBABA-CN-NET Hangzhou Alibaba Advertising Co.,Ltd.",CN
185.21.168.17,2,0.00%,1,50.00%,61005,AS-OPENTLD1,NL
205.251.192.16,2,0.00%,2,100.00%,16509,AMAZON-02,US
91.196.126.51,2,0.00%,0,0.00%,201200,SUPERHOSTING_AS,BG
205.251.196.149,2,0.00%,1,50.00%,16509,AMAZON-02,US
72.246.103.147,2,0.00%,1,50.00%,20940,AKAMAI-ASN1,NL
95.100.174.65,2,0.00%,2,100.00%,21342,AKAMAI-ASN2,NL
72.21.80.6,2,0.00%,2,100.00%,15133,EDGECAST,US
173.245.58.125,2,0.00%,2,100.00%,13335,CLOUDFLARENET,US
106.11.35.29,2,0.00%,1,50.00%,37963,"ALIBABA-CN-NET Hangzhou Alibaba Advertising Co.,Ltd.",CN
178.128.191.122,2,0.00%,2,100.00%,14061,DIGITALOCEAN-ASN,US
97.74.106.7,2,0.00%,2,100.00%,44273,GODADDY-DNS,DE
198.51.44.3,2,0.00%,0,0.00%,62597,NSONE,US
159.226.95.49,2,0.00%,0,0.00%,7497,CSTNET-AS-AP Computer Network Information Center,CN
198.19.255.254,2,0.00%,2,100.00%,null,null,null
108.162.193.111,2,0.00%,2,100.00%,13335,CLOUDFLARENET,US
108.59.163.136,2,0.00%,1,50.00%,31898,ORACLE-BMC-31898,US
59.63.198.25,2,0.00%,0,0.00%,134238,CT-JIANGXI-IDC CHINANET Jiangx province IDC network,CN
185.10.11.10,2,0.00%,2,100.00%,51468,ONECOM,DK
23.19.71.237,2,0.00%,2,100.00%,395954,LEASEWEB-USA-LAX,US
120.76.107.63,2,0.00%,2,100.00%,37963,"ALIBABA-CN-NET Hangzhou Alibaba Advertising Co.,Ltd.",CN
159.226.18.14,2,0.00%,2,100.00%,7497,CSTNET-AS-AP Computer Network Information Center,CN
23.61.199.131,2,0.00%,1,50.00%,21342,AKAMAI-ASN2,NL
216.239.60.105,2,0.00%,1,50.00%,43515,YOUTUBE YOUTUBE,IE
116.228.111.118,2,0.00%,2,100.00%,4812,CHINANET-SH-AP China Telecom Group,CN
61.139.2.69,2,0.00%,2,100.00%,4134,"CHINANET-BACKBONE No.31,Jin-rong Street",CN
202.103.225.68,2,0.00%,2,100.00%,4134,"CHINANET-BACKBONE No.31,Jin-rong Street",CN
202.103.0.68,2,0.00%,2,100.00%,4134,"CHINANET-BACKBONE No.31,Jin-rong Street",CN
199.249.112.1,2,0.00%,0,0.00%,207266,AFILIAS-SECONDARY-DNS,IE
137.189.10.13,2,0.00%,2,100.00%,3661,ERX-CUHKNET The Chinese University of Hong Kong,HK
205.251.193.141,2,0.00%,1,50.00%,16509,AMAZON-02,US
205.251.196.6,2,0.00%,2,100.00%,16509,AMAZON-02,US
180.76.76.97,2,0.00%,2,100.00%,38365,"BAIDU Beijing Baidu Netcom Science and Technology Co., Ltd.",CN
14.215.178.76,2,0.00%,2,100.00%,4134,"CHINANET-BACKBONE No.31,Jin-rong Street",CN
205.251.197.9,2,0.00%,0,0.00%,16509,AMAZON-02,US
198.51.44.5,2,0.00%,2,100.00%,62597,NSONE,US
162.159.44.90,2,0.00%,2,100.00%,13335,CLOUDFLARENET,US
37.209.194.10,2,0.00%,1,50.00%,397237,SECURITYSERVICES,US
220.181.33.62,2,0.00%,2,100.00%,23724,"CHINANET-IDC-BJ-AP IDC, China Telecommunications Corporation",CN
108.162.193.72,2,0.00%,2,100.00%,13335,CLOUDFLARENET,US
180.76.76.118,2,0.00%,2,100.00%,38365,"BAIDU Beijing Baidu Netcom Science and Technology Co., Ltd.",CN
205.251.193.5,2,0.00%,2,100.00%,16509,AMAZON-02,US
1.2.3.4,2,0.00%,2,100.00%,null,null,null
156.154.65.10,2,0.00%,1,50.00%,397237,SECURITYSERVICES,US
23.211.133.192,2,0.00%,0,0.00%,21342,AKAMAI-ASN2,NL
5.195.168.54,2,0.00%,2,100.00%,5384,EMIRATES-INTERNET Emirates Internet,AE
205.251.197.131,2,0.00%,2,100.00%,16509,AMAZON-02,US
192.46.217.211,2,0.00%,2,100.00%,63949,AKAMAI-LINODE-AP Akamai Connected Cloud,SG
173.245.59.235,2,0.00%,2,100.00%,13335,CLOUDFLARENET,US
205.251.197.203,2,0.00%,2,100.00%,16509,AMAZON-02,US
172.64.35.44,2,0.00%,2,100.00%,13335,CLOUDFLARENET,US
198.51.45.68,2,0.00%,2,100.00%,62597,NSONE,US
198.51.45.1,2,0.00%,2,100.00%,62597,NSONE,US
23.211.133.67,2,0.00%,2,100.00%,21342,AKAMAI-ASN2,NL
35.202.119.40,2,0.00%,2,100.00%,15169,GOOGLE,US
162.159.26.214,2,0.00%,2,100.00%,13335,CLOUDFLARENET,US
172.16.11.11,2,0.00%,2,100.00%,null,null,null
216.239.38.108,2,0.00%,2,100.00%,15169,GOOGLE,US
205.251.192.131,2,0.00%,2,100.00%,16509,AMAZON-02,US
213.36.252.137,2,0.00%,2,100.00%,12322,PROXAD,FR
111.30.172.108,2,0.00%,2,100.00%,9808,"CHINAMOBILE-CN China Mobile Communications Group Co., Ltd.",CN
205.251.195.199,2,0.00%,1,50.00%,16509,AMAZON-02,US
72.246.103.143,2,0.00%,1,50.00%,20940,AKAMAI-ASN1,NL
198.51.45.65,2,0.00%,2,100.00%,62597,NSONE,US
13.107.6.1,2,0.00%,0,0.00%,8068,MICROSOFT-CORP-MSN-AS-BLOCK,US
1.12.0.29,2,0.00%,2,100.00%,132203,"TENCENT-NET-AP-CN Tencent Building, Kejizhongyi Avenue",CN
205.251.192.106,2,0.00%,1,50.00%,16509,AMAZON-02,US
23.61.199.66,2,0.00%,1,50.00%,21342,AKAMAI-ASN2,NL
140.205.81.21,2,0.00%,0,0.00%,37963,"ALIBABA-CN-NET Hangzhou Alibaba Advertising Co.,Ltd.",CN
157.185.151.2,2,0.00%,2,100.00%,54994,QUANTILNETWORKS,CA
173.201.69.12,2,0.00%,2,100.00%,44273,GODADDY-DNS,DE
198.41.222.31,2,0.00%,2,100.00%,13335,CLOUDFLARENET,US
205.251.192.207,2,0.00%,1,50.00%,16509,AMAZON-02,US
198.51.44.7,2,0.00%,0,0.00%,62597,NSONE,US
108.162.194.147,2,0.00%,2,100.00%,13335,CLOUDFLARENET,US
10.61.0.1,2,0.00%,2,100.00%,null,null,null
211.136.25.4,2,0.00%,2,100.00%,56048,CMNET-BEIJING-AP China Mobile Communicaitons Corporation,CN
204.74.66.4,2,0.00%,2,100.00%,397220,SECURITYSERVICES,US
124.134.127.78,2,0.00%,1,50.00%,4837,CHINA169-BACKBONE CHINA UNICOM China169 Backbone,CN
183.253.57.220,2,0.00%,2,100.00%,9808,"CHINAMOBILE-CN China Mobile Communications Group Co., Ltd.",CN
213.251.188.135,2,0.00%,2,100.00%,16276,OVH,FR
193.108.91.2,2,0.00%,0,0.00%,21342,AKAMAI-ASN2,NL
124.16.137.11,2,0.00%,2,100.00%,7497,CSTNET-AS-AP Computer Network Information Center,CN
220.181.111.24,2,0.00%,2,100.00%,23724,"CHINANET-IDC-BJ-AP IDC, China Telecommunications Corporation",CN
61.147.37.1,2,0.00%,2,100.00%,4134,"CHINANET-BACKBONE No.31,Jin-rong Street",CN
202.101.172.35,2,0.00%,2,100.00%,4134,"CHINANET-BACKBONE No.31,Jin-rong Street",CN
172.64.32.100,2,0.00%,2,100.00%,13335,CLOUDFLARENET,US
111.63.99.189,2,0.00%,2,100.00%,24547,CMNET-V4HEBEI-AS-AP Hebei Mobile Communication Company Limited,CN
198.51.45.72,2,0.00%,2,100.00%,62597,NSONE,US
5.195.168.53,2,0.00%,2,100.00%,5384,EMIRATES-INTERNET Emirates Internet,AE
203.99.27.1,2,0.00%,1,50.00%,38345,ZDNS Internet Domain Name System Beijing Engineering Resrarch Center Ltd.,CN
108.162.192.220,2,0.00%,2,100.00%,13335,CLOUDFLARENET,US
204.79.197.1,2,0.00%,1,50.00%,8068,MICROSOFT-CORP-MSN-AS-BLOCK,US
60.221.220.67,2,0.00%,0,0.00%,4837,CHINA169-BACKBONE CHINA UNICOM China169 Backbone,CN
72.21.80.5,2,0.00%,2,100.00%,15133,EDGECAST,US
47.103.69.110,2,0.00%,2,100.00%,37963,"ALIBABA-CN-NET Hangzhou Alibaba Advertising Co.,Ltd.",CN
204.61.216.69,2,0.00%,2,100.00%,42,WOODYNET-1,US
172.64.32.242,2,0.00%,2,100.00%,13335,CLOUDFLARENET,US
195.206.121.10,2,0.00%,1,50.00%,51468,ONECOM,DK
13.107.24.201,2,0.00%,2,100.00%,8075,MICROSOFT-CORP-MSN-AS-BLOCK,US
172.64.33.64,2,0.00%,2,100.00%,13335,CLOUDFLARENET,US
150.171.11.34,2,0.00%,1,50.00%,8075,MICROSOFT-CORP-MSN-AS-BLOCK,US
111.20.4.28,2,0.00%,2,100.00%,140105,CMNET-SNIDC-CN-AP Shaanxi Mobile Communication Company Limited,CN
216.239.36.106,2,0.00%,1,50.00%,15169,GOOGLE,US
204.61.216.57,2,0.00%,1,50.00%,42,WOODYNET-1,US
180.95.178.218,2,0.00%,2,100.00%,4837,CHINA169-BACKBONE CHINA UNICOM China169 Backbone,CN
60.210.20.245,2,0.00%,2,100.00%,4837,CHINA169-BACKBONE CHINA UNICOM China169 Backbone,CN
13.107.206.36,2,0.00%,2,100.00%,8075,MICROSOFT-CORP-MSN-AS-BLOCK,US
140.98.193.128,2,0.00%,1,50.00%,13462,IEEE,US
205.251.197.248,2,0.00%,1,50.00%,16509,AMAZON-02,US
205.251.197.141,2,0.00%,1,50.00%,16509,AMAZON-02,US
150.171.16.35,2,0.00%,1,50.00%,8075,MICROSOFT-CORP-MSN-AS-BLOCK,US
216.239.32.10,2,0.00%,1,50.00%,15169,GOOGLE,US
31.3.105.98,2,0.00%,0,0.00%,197731,TUXIS,NL
65.22.32.42,2,0.00%,1,50.00%,12041,AS-AFILIAS1,US
205.251.197.209,2,0.00%,2,100.00%,16509,AMAZON-02,US
172.64.33.214,2,0.00%,2,100.00%,13335,CLOUDFLARENET,US
36.152.45.195,2,0.00%,2,100.00%,56046,CMNET-JIANGSU-AP China Mobile communications corporation,CN
175.27.34.85,2,0.00%,1,50.00%,45090,TENCENT-NET-AP Shenzhen Tencent Computer Systems Company Limited,CN
196.12.53.10,2,0.00%,2,100.00%,7633,SOFTNET-AS-AP Software Technology Parks of India - Bangalore,IN
156.154.100.12,2,0.00%,1,50.00%,397241,SECURITYSERVICES,US
205.251.194.1,2,0.00%,2,100.00%,16509,AMAZON-02,US
172.64.33.174,2,0.00%,2,100.00%,13335,CLOUDFLARENET,US
116.147.19.29,2,0.00%,1,50.00%,4837,CHINA169-BACKBONE CHINA UNICOM China169 Backbone,CN
119.167.205.1,2,0.00%,2,100.00%,4837,CHINA169-BACKBONE CHINA UNICOM China169 Backbone,CN
121.51.160.207,2,0.00%,0,0.00%,45090,TENCENT-NET-AP Shenzhen Tencent Computer Systems Company Limited,CN
139.224.142.111,2,0.00%,2,100.00%,37963,"ALIBABA-CN-NET Hangzhou Alibaba Advertising Co.,Ltd.",CN
205.251.192.239,2,0.00%,2,100.00%,16509,AMAZON-02,US
8.4.8.4,2,0.00%,2,100.00%,3356,LEVEL3,US
203.107.0.209,2,0.00%,1,50.00%,37963,"ALIBABA-CN-NET Hangzhou Alibaba Advertising Co.,Ltd.",CN
47.118.199.211,2,0.00%,2,100.00%,37963,"ALIBABA-CN-NET Hangzhou Alibaba Advertising Co.,Ltd.",CN
108.162.192.104,2,0.00%,2,100.00%,13335,CLOUDFLARENET,US
172.64.32.115,2,0.00%,1,50.00%,13335,CLOUDFLARENET,US
173.245.58.205,2,0.00%,2,100.00%,13335,CLOUDFLARENET,US
173.245.59.214,2,0.00%,2,100.00%,13335,CLOUDFLARENET,US
182.254.52.55,2,0.00%,1,50.00%,45090,TENCENT-NET-AP Shenzhen Tencent Computer Systems Company Limited,CN
88.221.81.192,2,0.00%,0,0.00%,21342,AKAMAI-ASN2,NL
110.242.68.42,2,0.00%,2,100.00%,4837,CHINA169-BACKBONE CHINA UNICOM China169 Backbone,CN
185.21.171.17,2,0.00%,1,50.00%,61007,AS-OPENTLD2,NL
156.154.127.65,2,0.00%,0,0.00%,397220,SECURITYSERVICES,US
13.107.5.1,2,0.00%,2,100.00%,8068,MICROSOFT-CORP-MSN-AS-BLOCK,US
198.7.29.6,2,0.00%,1,50.00%,15133,EDGECAST,US
185.159.198.3,2,0.00%,1,50.00%,394354,CIRA-CLOUD2,CA
178.79.131.110,2,0.00%,2,100.00%,63949,AKAMAI-LINODE-AP Akamai Connected Cloud,SG
202.96.128.86,2,0.00%,2,100.00%,4134,"CHINANET-BACKBONE No.31,Jin-rong Street",CN
221.6.4.66,2,0.00%,2,100.00%,4837,CHINA169-BACKBONE CHINA UNICOM China169 Backbone,CN
205.251.197.211,2,0.00%,2,100.00%,16509,AMAZON-02,US
64.4.48.2,2,0.00%,2,100.00%,8068,MICROSOFT-CORP-MSN-AS-BLOCK,US
173.245.58.81,2,0.00%,2,100.00%,13335,CLOUDFLARENET,US
192.53.171.69,2,0.00%,2,100.00%,63949,AKAMAI-LINODE-AP Akamai Connected Cloud,SG
208.94.117.33,2,0.00%,0,0.00%,40630,GRIDFURY-AS,US
69.39.238.36,2,0.00%,1,50.00%,32181,ASN-GIGENET,US
122.112.208.248,2,0.00%,1,50.00%,55990,HWCSNET Huawei Cloud Service data center,CN
172.64.32.125,2,0.00%,2,100.00%,13335,CLOUDFLARENET,US
173.245.59.103,2,0.00%,2,100.00%,13335,CLOUDFLARENET,US
2.16.40.67,2,0.00%,1,50.00%,21342,AKAMAI-ASN2,NL
23.211.133.64,2,0.00%,1,50.00%,21342,AKAMAI-ASN2,NL
108.59.162.14,2,0.00%,1,50.00%,31898,ORACLE-BMC-31898,US
192.46.218.200,2,0.00%,2,100.00%,63949,AKAMAI-LINODE-AP Akamai Connected Cloud,SG
180.76.76.15,2,0.00%,0,0.00%,38365,"BAIDU Beijing Baidu Netcom Science and Technology Co., Ltd.",CN
